pays,ville,code postal
FR,ST GELAIS,79410
FR,ST GERMIER,79340
FR,ST HILAIRE LA PALUD,79210
FR,ST JEAN DE THOUARS,79100
FR,ST JOUIN DE MARNES,79600
FR,ST LEGER DE MONTBRUN,79100
FR,ST LOUP LAMAIRE,79600
FR,ST MAIXENT L ECOLE,79400
FR,ST MARTIN DE BERNEGOUE,79230
FR,ST MARTIN DE SANZAY,79290
FR,STE OUENNE,79220
FR,ST POMPAIN,79160
FR,STE RADEGONDE,79100
FR,ST ROMANS LES MELLE,79500
FR,ST VARENT,79330
FR,SAIVRES,79400
FR,SAURAIS,79200
FR,SECONDIGNY,79130
FR,SOUDAN,79800
FR,SOUVIGNE,79800
FR,TAIZE,79100
FR,THOUARS,79100
FR,VASLES,79340
FR,VAUTEBIS,79420
FR,VERRUYES,79310
FR,LE VERT,79170
FR,VIENNAY,79200
FR,VILLIERS EN BOIS,79360
FR,XAINTRAY,79220
FR,ABBEVILLE,80100
FR,ACHEUX EN VIMEU,80210
FR,AGENVILLE,80370
FR,ASSAINVILLERS,80500
FR,AUCHONVILLERS,80560
FR,AUMATRE,80140
FR,AUMONT,80640
FR,AUTHIEULE,80600
FR,AUTHUILLE,80300
FR,AVELUY,80300
FR,BACOUEL SUR SELLE,80480
FR,BAIZIEUX,80300
FR,BARLEUX,80200
FR,BAVELINCOURT,80260
FR,BAYONVILLERS,80170
FR,BEALCOURT,80370
FR,BEAUCOURT SUR L HALLUE,80260
FR,BEAUQUESNE,80600
FR,BEAUVAL,80630
FR,BECQUIGNY,80500
FR,BELLOY EN SANTERRE,80200
FR,BELLOY ST LEONARD,80270
FR,BERNAVILLE,80370
FR,BERTANGLES,80260
FR,BIENCOURT,80140
FR,BLANGY SOUS POIX,80290
FR,BONNEVILLE,80670
FR,BOUCHAVESNES BERGEN,80200
FR,BOUCHOIR,80910
FR,BOURDON,80310
FR,BOURSEVILLE,80130
FR,BOVES,80440
FR,BREILLY,80470
FR,BRIE,80200
FR,BRIQUEMESNIL FLOXICOURT,80540
FR,BUIGNY L ABBE,80132
FR,BUIGNY LES GAMACHES,80220
FR,CANNESSIERES,80140
FR,CAULIERES,80290
FR,CAYEUX EN SANTERRE,80800
FR,CHEPY,80210
FR,CHILLY,80170
FR,CHIRMONT,80250
FR,CLERY SUR SOMME,80200
FR,COLINCAMPS,80560
FR,CONTALMAISON,80300
FR,COURTEMANCHE,80500
FR,CROIX MOLIGNEAUX,80400
FR,DAOURS,80800
FR,DEVISE,80200
FR,DOMART EN PONTHIEU,80620
FR,DOMINOIS,80120
FR,DOUDELAINVILLE,80140
FR,DURY,80480
FR,BUETHWILLER,68210
FR,BUHL,68530
FR,BURNHAUPT LE HAUT,68520
FR,CHALAMPE,68490
FR,CHAVANNES SUR L ETANG,68210
FR,DOLLEREN,68290
FR,EGLINGEN,68720
FR,ELBACH,68210
FR,EMLINGEN,68130
FR,ST BERNARD,68720
FR,ESCHENTZWILLER,68440
FR,FELDBACH,68640
FR,FELDKIRCH,68540
FR,FELLERING,68470
FR,FESSENHEIM,68740
FR,FISLIS,68480
FR,FOLGENSBOURG,68220
FR,FORTSCHWIHR,68320
FR,FRANKEN,68130
FR,GEISWASSER,68600
FR,GILDWILLER,68210
FR,HAUSGAUEN,68130
FR,HECKEN,68210
FR,HEGENHEIM,68220
FR,HEIMERSDORF,68560
FR,HEITEREN,68600
FR,HERRLISHEIM PRES COLMAR,68420
FR,HETTENSCHLAG,68600
FR,HOHROD,68140
FR,PORTE DU RIED,68320
FR,HORBOURG WIHR,68180
FR,ILLZACH,68110
FR,KAYSERSBERG VIGNOBLE,68240
FR,LAUTENBACH,68610
FR,LAUTENBACHZELL,68610
FR,VALDIEU LUTRAN,68210
FR,LUTTER,68480
FR,MERTZEN,68210
FR,MITZACH,68470
FR,MOERNACH,68480
FR,MOLLAU,68470
FR,MOOSLARGUE,68580
FR,MUHLBACH SUR MUNSTER,68380
FR,MULHOUSE,68200
FR,MUNTZENHEIM,68320
FR,MUNWILLER,68250
FR,NAMBSHEIM,68740
FR,OBERMORSCHWILLER,68130
FR,OBERSAASHEIM,68600
FR,OLTINGUE,68480
FR,ORSCHWIHR,68500
FR,OSTHEIM,68150
FR,OTTMARSHEIM,68490
FR,PETIT LANDAU,68490
FR,RANSPACH,68470
FR,RANSPACH LE BAS,68730
FR,RANTZWILLER,68510
FR,RETZWILLER,68210
FR,RIMBACH PRES MASEVAUX,68290
FR,RIQUEWIHR,68340
FR,RODEREN,68800
FR,RORSCHWIHR,68590
FR,RUMERSHEIM LE HAUT,68740
FR,STE CROIX AUX MINES,68160
FR,ST HIPPOLYTE,68590
FR,STE MARIE AUX MINES,68160
FR,SAUSHEIM,68390
FR,SCHWOBEN,68130
FR,STOSSWIHR,68140
FR,TAGOLSHEIM,68720
FR,THANN,68800
FR,THANNENKIRCH,68590
FR,UEBERSTRASS,68580
FR,URSCHENHEIM,68320
FR,VOEGTLINSHOFFEN,68420
FR,WATTWILLER,68700
FR,WILLER,68960
FR,WUENHEIM,68500
FR,AMBERIEUX,69480
FR,AMPLEPUIS,69550
FR,BESSENAY,69690
FR,LE BOIS D OINGT,69620
FR,BRIGNAIS,69530
FR,BRUSSIEU,69690
FR,CHAMBOST ALLIERES,69870
FR,CHAMELET,69620
FR,CHAMPAGNE AU MONT D OR,69410
FR,CHARBONNIERES LES BAINS,69260
FR,CHARLY,69390
FR,CHASSELAY,69380
FR,CHAUSSAN,69440
FR,LES CHERES,69380
FR,CHIROUBLES,69115
FR,CONDRIEU,69420
FR,COUZON AU MONT D OR,69270
FR,DARDILLY,69570
FR,ECHALAS,69700
FR,EMERINGES,69840
FR,AUBREVILLE,55120
FR,AVILLERS STE CROIX,55210
FR,AVIOTH,55600
FR,BANTHEVILLE,55110
FR,BAR LE DUC,55000
FR,BAUDREMONT,55260
FR,BEAULIEU EN ARGONNE,55250
FR,BENEY EN WOEVRE,55210
FR,BIENCOURT SUR ORGE,55290
FR,BISLEE,55300
FR,BOINVILLE EN WOEVRE,55400
FR,BOVEE SUR BARBOURE,55190
FR,BRANDEVILLE,55150
FR,BRAQUIS,55400
FR,BRIZEAUX,55250
FR,BROUSSEY RAULECOURT,55200
FR,CHALAINES,55140
FR,COMMERCY,55200
FR,LES HAUTS DE CHEE,55000
FR,COURCELLES EN BARROIS,55260
FR,COUROUVRE,55260
FR,COUVONGES,55800
FR,DANNEVOUX,55110
FR,DELOUZE ROSIERES,55130
FR,DELUT,55150
FR,DEMANGE AUX EAUX,55130
FR,DIEPPE SOUS DOUAUMONT,55400
FR,DOMBRAS,55150
FR,DUN SUR MEUSE,55110
FR,EIX,55400
FR,LES EPARGES,55160
FR,EPIEZ SUR MEUSE,55140
FR,ESNES EN ARGONNE,55100
FR,ETRAYE,55150
FR,EUVILLE,55200
FR,EVRES,55250
FR,FAINS VEEL,55000
FR,FONTAINES ST CLAIR,55110
FR,FOUCAUCOURT SUR THABAS,55250
FR,FOUCHERES AUX BOIS,55500
FR,FRESNES AU MONT,55260
FR,GINCREY,55400
FR,GOURAINCOURT,55230
FR,GREMILLY,55150
FR,HANNONVILLE SOUS LES COTES,55210
FR,HAN SUR MEUSE,55300
FR,HENNEMONT,55160
FR,INOR,55700
FR,LES TROIS DOMAINES,55220
FR,JOUY EN ARGONNE,55120
FR,GEVILLE,55200
FR,LAHEYCOURT,55800
FR,LANEUVILLE AU RUPT,55190
FR,LONGEVILLE EN BARROIS,55000
FR,LOUPPY LE CHATEAU,55800
FR,LUZY ST MARTIN,55700
FR,MAIZERAY,55160
FR,MALANCOURT,55270
FR,MARRE,55100
FR,MAULAN,55500
FR,MECRIN,55300
FR,MENIL LA HORGNE,55190
FR,MENIL SUR SAULX,55500
FR,MONTIGNY LES VAUCOULEURS,55140
FR,MOULOTTE,55160
FR,NAIVES ROSIERES,55000
FR,NANTILLOIS,55270
FR,LE NEUFOUR,55120
FR,NOYERS AUZECOURT,55800
FR,NUBECOURT,55250
FR,OSCHES,55220
FR,PAGNY LA BLANCHE COTE,55140
FR,PAREID,55160
FR,PIERREFITTE SUR AIRE,55260
FR,PILLON,55230
FR,PONT SUR MEUSE,55200
FR,RECOURT LE CREUX,55220
FR,REMBERCOURT SOMMAISNE,55250
FR,RICHECOURT,55300
FR,RIGNY LA SALLE,55140
FR,RIGNY ST MARTIN,55140
FR,RONVAUX,55160
FR,ROUVROIS SUR MEUSE,55300
FR,ST AMAND SUR ORNAIN,55500
FR,ST MAURICE SOUS LES COTES,55210
FR,SAULX LES CHAMPLON,55160
FR,SAUVIGNY,55140
FR,SAVONNIERES EN PERTHOIS,55170
FR,SEIGNEULLES,55000
FR,SENON,55230
FR,VALLEROY,25870
FR,VALONNE,25190
FR,VAUCLUSOTTE,25380
FR,LA VEZE,25660
FR,VILLENEUVE D AMONT,25270
FR,VILLERS GRELOT,25640
FR,VILLERS LA COMBE,25510
FR,ALIXAN,26300
FR,AMBONIL,26800
FR,ANCONE,26200
FR,AUBENASSON,26340
FR,LA BAUME DE TRANSIT,26790
FR,BEAUFORT SUR GERVANNE,26400
FR,BEAUREGARD BARET,26300
FR,BEAUVOISIN,26170
FR,LA BEGUDE DE MAZENC,26160
FR,BELLECOMBE TARENDOL,26110
FR,BEZAUDUN SUR BINE,26460
FR,BOURG DE PEAGE,26300
FR,BOURG LES VALENCE,26500
FR,BREN,26260
FR,LE CHAFFAL,26190
FR,CHALANCON,26470
FR,LE CHALON,26350
FR,CHANOS CURSON,26600
FR,CHARENS,26310
FR,CHARPEY,26300
FR,CHATEAUNEUF DU RHONE,26780
FR,CLERIEUX,26260
FR,COMPS,26220
FR,LA COUCOURDE,26740
FR,CREPOL,26350
FR,CURNIER,26110
FR,ESPENEL,26340
FR,EYGLUY ESCOULIN,26400
FR,GEYSSANS,26750
FR,IZON LA BRUISSE,26560
FR,JONCHERES,26310
FR,LAPEYROUSE MORNAY,26210
FR,LAVAL D AIX,26150
FR,MALATAVERNE,26780
FR,MARGES,26260
FR,MARIGNAC EN DIOIS,26150
FR,MARSANNE,26740
FR,MONTAUBAN SUR L OUVEZE,26170
FR,MONTBRISON SUR LEZ,26770
FR,MONTBRUN LES BAINS,26570
FR,MONTCLAR SUR GERVANNE,26400
FR,MONTELEGER,26760
FR,MONTFROC,26560
FR,MONTMAUR EN DIOIS,26150
FR,MORAS EN VALLOIRE,26210
FR,MUREILS,26240
FR,LE PEGUE,26770
FR,PIEGON,26110
FR,LE POET SIGILLAT,26110
FR,PONET ET ST AUBAN,26150
FR,PONT DE L ISERE,26600
FR,POYOLS,26310
FR,REAUVILLE,26230
FR,RECOUBEAU JANSAC,26310
FR,ROCHEFORT EN VALDAINE,26160
FR,ROCHEFORT SAMSON,26300
FR,ROCHE ST SECRET BECONNE,26770
FR,ROYNAC,26450
FR,ST CHRISTOPHE ET LE LARIS,26350
FR,STE EULALIE EN ROYANS,26190
FR,ST MARCEL LES SAUZET,26740
FR,ST NAZAIRE EN ROYANS,26190
FR,ST NAZAIRE LE DESERT,26340
FR,ST PAUL LES ROMANS,26750
FR,ST RAMBERT D ALBON,26140
FR,ST RESTITUT,26130
FR,ST ROMAN,26410
FR,ST UZE,26240
FR,SAOU,26400
FR,SOYANS,26400
FR,LA TOUCHE,26160
FR,UPIE,26120
FR,VASSIEUX EN VERCORS,26420
FR,VILLEFRANCHE LE CHATEAU,26560
FR,VOLVENT,26470
FR,JAILLANS,26300
FR,AILLY,27600
FR,AIZIER,27500
FR,ARMENTIERES SUR AVRE,27820
FR,ARNIERES SUR ITON,27180
FR,LE VAL D HAZEY,27600
FR,AUTHEUIL AUTHOUILLET,27490
FR,AVIRON,27930
FR,CHAMBOIS,27240
FR,BACQUEPUIS,27930
FR,BARC,27170
FR,BARQUET,27170
FR,LES BAUX STE CROIX,27180
FR,MESNIL EN OUCHE,27330
FR,MESNIL EN OUCHE,27410
FR,LIVRE SUR CHANGEON,35450
FR,LOHEAC,35550
FR,LOUTEHEL,35330
FR,LOUVIGNE DE BAIS,35680
FR,LUITRE,35133
FR,MARCILLE RAOUL,35560
FR,MARCILLE ROBERT,35240
FR,MARTIGNE FERCHAUD,35640
FR,MEDREAC,35360
FR,MELLE,35420
FR,LE MINIHIC SUR RANCE,35870
FR,MONTAUBAN DE BRETAGNE,35360
FR,MONTGERMONT,35760
FR,MONTHAULT,35420
FR,MONTOURS,35460
FR,MUEL,35290
FR,PACE,35740
FR,PANCE,35320
FR,PARIGNE,35133
FR,PIRE SUR SEICHE,35150
FR,PLECHATEL,35470
FR,PLERGUER,35540
FR,PLEURTUIT,35730
FR,RANNEE,35130
FR,ROMILLE,35850
FR,SAINS,35610
FR,ST AUBIN DU PAVAIL,35410
FR,ST BRICE EN COGLES,35460
FR,ST DOMINEUC,35190
FR,ST ERBLON,35230
FR,ST GERMAIN DU PINEL,35370
FR,ST GERMAIN EN COGLES,35133
FR,ST GERMAIN SUR ILLE,35250
FR,ST GILLES,35590
FR,ST JEAN SUR COUESNON,35140
FR,ST MAUGAN,35750
FR,ST MEDARD SUR ILLE,35250
FR,ST SULPICE LA FORET,35250
FR,LE SEL DE BRETAGNE,35320
FR,LA SELLE EN COGLES,35460
FR,LA SELLE GUERCHAISE,35130
FR,THORIGNE FOUILLARD,35235
FR,TRANS LA FORET,35610
FR,TREMBLAY,35460
FR,TRESBOEUF,35320
FR,TRIMER,35190
FR,VEZIN LE COQUET,35132
FR,VIEUX VIEL,35610
FR,VIGNOC,35630
FR,LA VILLE ES NONAIS,35430
FR,ARDENTES,36120
FR,BARAIZE,36270
FR,BAUDRES,36110
FR,BELABRE,36370
FR,LA BERTHENOUX,36400
FR,LES BORDES,36100
FR,BOUESSE,36200
FR,LA BUXERETTE,36140
FR,BUXEUIL,36150
FR,CELON,36200
FR,LA CHAPELLE ST LAURIAN,36150
FR,CHITRAY,36800
FR,CIRON,36300
FR,CREVANT,36140
FR,CUZION,36190
FR,EGUZON CHANTOME,36270
FR,FEUSINES,36160
FR,FONTENAY,36150
FR,INGRANDES,36300
FR,JEU LES BOIS,36120
FR,LIGNAC,36370
FR,LIGNEROLLES,36160
FR,LUANT,36350
FR,MARTIZAY,36220
FR,MONTGIVRAY,36400
FR,MONTLEVICQ,36400
FR,MOSNAY,36200
FR,LA MOTTE FEUILLY,36160
FR,NERET,36400
FR,NEUVY ST SEPULCHRE,36230
FR,OBTERRE,36290
FR,POULAINES,36210
FR,POULIGNY NOTRE DAME,36160
FR,ST AIGNY,36300
FR,ST BENOIT DU SAULT,36170
FR,ST CYRAN DU JAMBOT,36700
FR,ST GAULTIER,36800
FR,ST HILAIRE SUR BENAIZE,36370
FR,ST LACTENCIN,36500
FR,ST MEDARD,36700
FR,ST MICHEL EN BRENNE,36290
FR,ST VALENTIN,36100
FR,SOUGE,36500
FR,TENDU,36200
FR,TILLY,36310
FR,VERNEUIL SUR IGNERAIE,36400
FR,VIGOUX,36170
FR,EAUCOURT SUR SOMME,80580
FR,EPAUMESNIL,80140
FR,EPLESSIER,80290
FR,EPPEVILLE,80400
FR,EQUENNES ERAMECOURT,80290
FR,ERONDELLE,80580
FR,ESMERY HALLON,80400
FR,ETELFAY,80500
FR,FALVY,80190
FR,FERRIERES,80470
FR,FIENVILLERS,80750
FR,FLERS SUR NOYE,80160
FR,FOUCAUCOURT HORS NESLE,80140
FR,FOUQUESCOURT,80170
FR,FOURCIGNY,80290
FR,FRAMERVILLE RAINECOURT,80131
FR,FRANLEU,80210
FR,FRANSART,80700
FR,FRESNOY AU VAL,80290
FR,FRESNOY EN CHAUSSEE,80110
FR,FROYELLES,80150
FR,GENTELLES,80800
FR,GINCHY,80360
FR,GORENFLOS,80690
FR,GOYENCOURT,80700
FR,GRATTEPANCHE,80680
FR,GUESCHART,80150
FR,GUIGNEMICOURT,80540
FR,HAILLES,80440
FR,HALLOY LES PERNOIS,80670
FR,HALLU,80320
FR,HEBECOURT,80680
FR,HEM MONACU,80360
FR,HENENCOURT,80300
FR,HERBECOURT,80200
FR,HERVILLY,80240
FR,HESBECOURT,80240
FR,HORNOY LE BOURG,80640
FR,LAFRESGUIMONT ST MARTIN,80430
FR,LAHOUSSOYE,80800
FR,LANCHERES,80230
FR,LANCHES ST HILAIRE,80620
FR,LAWARDE MAUGER L HORTOY,80250
FR,LIANCOURT FOSSE,80700
FR,LICOURT,80320
FR,LIERAMONT,80240
FR,LIGNIERES,80500
FR,LIGNIERES CHATELAIN,80290
FR,LIMEUX,80490
FR,LONGAVESNES,80240
FR,LONGPRE LES CORPS SAINTS,80510
FR,LONGUEVAL,80360
FR,LOUVENCOURT,80560
FR,LUCHEUX,80600
FR,MACHY,80150
FR,MAILLY MAILLET,80560
FR,MAMETZ,80300
FR,MARESTMONTIERS,80500
FR,MARICOURT,80360
FR,MARQUAIX,80240
FR,MARQUIVILLERS,80700
FR,MARTAINNEVILLE,80140
FR,MEIGNEUX,80290
FR,LE MESGE,80310
FR,MOLLIENS AU BOIS,80260
FR,MOLLIENS DREUIL,80540
FR,MONCHY LAGACHE,80200
FR,MORCHAIN,80190
FR,MORCOURT,80340
FR,MOREUIL,80110
FR,MUILLE VILLETTE,80400
FR,NAMPS MAISNIL,80290
FR,NAMPTY,80160
FR,NESLE L HOPITAL,80140
FR,NEUVILLE COPPEGUEULE,80430
FR,NEUVILLE LES LOEUILLY,80160
FR,OCHANCOURT,80210
FR,OISEMONT,80140
FR,OISSY,80540
FR,PIENNES ONVILLERS,80500
FR,PIERREGOT,80260
FR,PONT DE METZ,80480
FR,QUEND,80120
FR,LE QUESNE,80430
FR,RAMBURES,80140
FR,RANCOURT,80360
FR,REGNIERE ECLUSE,80120
FR,REMAISNIL,80600
FR,RETHONVILLERS,80700
FR,ROGY,80160
FR,ROSIERES EN SANTERRE,80170
FR,ROUVREL,80250
FR,ST AUBIN RIVIERE,80430
FR,ST FUSCIEN,80680
FR,ST LEGER LES DOMART,80780
FR,FLEURIE,69820
FR,GRANDRIS,69870
FR,HAUTE RIVOIRE,69610
FR,LARAJASSE,69590
FR,LETRA,69620
FR,LIERGUES,69400
FR,LONGES,69420
FR,MARCILLY D AZERGUES,69380
FR,MARCY,69480
FR,MILLERY,69390
FR,MOIRE,69620
FR,MONTAGNY,69700
FR,MORANCE,69480
FR,OUROUX,69860
FR,POLEYMIEUX AU MONT D OR,69250
FR,POMEYS,69590
FR,PONTCHARRA SUR TURDINE,69490
FR,POULE LES ECHARMEAUX,69870
FR,PROPIERES,69790
FR,SALLES ARBUISSONNAS EN BEAUJOLAIS,69460
FR,SARCEY,69490
FR,LES SAUVAGES,69170
FR,SOUZY,69610
FR,ST APPOLINAIRE,69170
FR,STE CATHERINE,69440
FR,ST CHRISTOPHE,69860
FR,STE COLOMBE,69560
FR,ST CYR LE CHATOUX,69870
FR,ST FONS,69190
FR,ST GENIS LES OLLIERES,69290
FR,ST JULIEN,69640
FR,ST JULIEN SUR BIBOST,69690
FR,ST LAURENT D AGNY,69440
FR,ST LOUP,69490
FR,ST ROMAIN EN GAL,69560
FR,ST SORLIN,69440
FR,ST SYMPHORIEN SUR COISE,69590
FR,TAPONAS,69220
FR,TARARE,69170
FR,TREVES,69420
FR,VENISSIEUX,69200
FR,VERNAY,69430
FR,VILLECHENEVE,69770
FR,VOURLES,69390
FR,YZERON,69510
FR,GENAY,69730
FR,JONAGE,69330
FR,JONS,69330
FR,ST BONNET DE MURE,69720
FR,ST SYMPHORIEN D OZON,69360
FR,SIMANDRES,69360
FR,ABONCOURT GESINCOURT,70500
FR,AILLEVANS,70110
FR,AILLEVILLERS ET LYAUMONT,70320
FR,AILLONCOURT,70300
FR,AMANCE,70160
FR,AMONT ET EFFRENEY,70310
FR,ANCIER,70100
FR,ANDELARROT,70000
FR,APREMONT,70100
FR,LASSERRE,47600
FR,LAUGNAC,47360
FR,LAYRAC,47390
FR,LEVIGNAC DE GUYENNE,47120
FR,LEYRITZ MONCASSIN,47700
FR,MARCELLUS,47200
FR,MONCAUT,47310
FR,MONCRABEAU,47600
FR,MONTAGNAC SUR LEDE,47150
FR,MONVIEL,47290
FR,MOUSTIER,47800
FR,PEYRIERE,47350
FR,PINEL HAUTERIVE,47380
FR,PORT STE MARIE,47130
FR,POUSSIGNAC,47700
FR,PUCH D AGENAIS,47160
FR,RUFFIAC,47700
FR,ST AUBIN,47150
FR,ST JEAN DE DURAS,47120
FR,ST JEAN DE THURAC,47270
FR,ST LAURENT,47130
FR,ST NICOLAS DE LA BALERME,47220
FR,SAUMONT,47600
FR,SAUVAGNAS,47340
FR,SAUVETERRE ST DENIS,47220
FR,SOS,47170
FR,TAILLEBOURG,47200
FR,TAYRAC,47270
FR,THOUARS SUR GARONNE,47230
FR,TOURLIAC,47210
FR,TRENTELS,47140
FR,VILLEBRAMAR,47380
FR,ALLENC,48190
FR,ANTRENAS,48100
FR,AUMONT AUBRAC,48130
FR,LES MONTS VERTS,48200
FR,BANASSAC CANILHAC,48500
FR,BARRE DES CEVENNES,48400
FR,SENONCOURT LES MAUJOUY,55220
FR,SEPTSARGES,55270
FR,THIERVILLE SUR MEUSE,55840
FR,TRONVILLE EN BARROIS,55310
FR,VALBOIS,55300
FR,VASSINCOURT,55800
FR,VAUDONCOURT,55230
FR,VELAINES,55500
FR,VERNEUIL PETIT,55600
FR,VIGNOT,55200
FR,VILLECLOYE,55600
FR,VILLERS SOUS PAREID,55160
FR,VOUTHON BAS,55130
FR,XIVRAY ET MARVOISIN,55300
FR,AMBON,56190
FR,ARZAL,56190
FR,ARZON,56640
FR,BRANDERION,56700
FR,BRIGNAC,56430
FR,CADEN,56220
FR,CAMPENEAC,56800
FR,CARNAC,56340
FR,LE COURS,56230
FR,CRACH,56950
FR,LES FORGES,56120
FR,LA GACILLY,56200
FR,GAVRES,56680
FR,GESTEL,56530
FR,GUEHENNO,56420
FR,GUELTAS,56920
FR,GUENIN,56150
FR,GUER,56380
FR,GUILLAC,56800
FR,GUISCRIFF,56560
FR,HENNEBONT,56700
FR,ILE D HOUAT,56170
FR,INGUINIEL,56240
FR,INZINZAC LOCHRIST,56650
FR,JOSSELIN,56120
FR,LANDAUL,56690
FR,LANESTER,56600
FR,LANGOELAN,56160
FR,LANTILLAC,56120
FR,LOCMARIA,56360
FR,LOCOAL MENDON,56550
FR,MESLAN,56320
FR,MOUSTOIR AC,56500
FR,EVELLYS,56500
FR,NOYAL MUZILLAC,56190
FR,LE PALAIS,56360
FR,PENESTIN,56760
FR,PLESCOP,56890
FR,PLOUAY,56240
FR,PLUMERGAT,56400
FR,PONT SCORFF,56620
FR,PORCARO,56380
FR,PRIZIAC,56320
FR,QUELNEUC,56910
FR,QUISTINIC,56310
FR,ROUDOUALLEC,56110
FR,RUFFIAC,56140
FR,ST ARMEL,56450
FR,ST BARTHELEMY,56150
FR,STE BRIGITTE,56480
FR,ST GERAND,56920
FR,ST JEAN LA POTERIE,56350
FR,ST MALO DE BEIGNON,56380
FR,ST MALO DES TROIS FONTAINES,56490
FR,ST MARTIN SUR OUST,56200
FR,ST PERREUX,56350
FR,ST SERVANT,56120
FR,SEGLIEN,56160
FR,THEIX NOYALO,56450
FR,LA TRINITE SURZUR,56190
FR,BONO,56400
FR,ABRESCHVILLER,57560
FR,ALAINCOURT LA COTE,57590
FR,AMANVILLERS,57865
FR,ARGANCY,57640
FR,ARS LAQUENEXY,57530
FR,BAERENTHAL,57230
FR,AUZAINVILLIERS,88140
FR,AVILLERS,88500
FR,BADMENIL AUX BOIS,88330
FR,BARVILLE,88300
FR,BAUDRICOURT,88500
FR,BAZEGNEY,88270
FR,BAZIEN,88700
FR,BEAUFREMONT,88300
FR,BELLEFONTAINE,88370
FR,BELMONT LES DARNEY,88260
FR,BELMONT SUR VAIR,88800
FR,BELRUPT,88260
FR,LE BEULAY,88490
FR,LA BRESSE,88250
FR,CELLES SUR PLAINE,88110
FR,CHAMAGNE,88130
FR,CHANTRAINE,88000
FR,CHARMOIS L ORGUEILLEUX,88270
FR,BERNAY,27300
FR,BERNIENVILLE,27180
FR,BERNOUVILLE,27660
FR,BERVILLE LA CAMPAGNE,27170
FR,BEZU LA FORET,27480
FR,BEZU ST ELOI,27660
FR,BOIS ANZERAY,27330
FR,LA BONNEVILLE SUR ITON,27190
FR,FLANCOURT CRESCY EN ROUMOIS,27310
FR,BOULLEVILLE,27210
FR,BOUQUETOT,27310
FR,GRAND BOURGTHEROULDE,27520
FR,BOURNAINVILLE FAVEROLLES,27230
FR,BRESTOT,27350
FR,BRETEUIL,27160
FR,BREUILPONT,27640
FR,BRIONNE,27800
FR,BUREY,27190
FR,CALLEVILLE,27800
FR,CAPELLE LES GRANDS,27270
FR,CESSEVILLE,27110
FR,CHAMPIGNY LA FUTELAYE,27220
FR,LA CHAPELLE GAUTHIER,27270
FR,CHARLEVAL,27380
FR,CHATEAU SUR EPTE,27420
FR,MARBOIS,27160
FR,CIERREY,27930
FR,CONNELLES,27430
FR,CORMEILLES,27260
FR,LE CORMIER,27120
FR,CORNEVILLE LA FOUQUETIERE,27300
FR,COUDRAY,27150
FR,COURBEPINE,27300
FR,MESNILS SUR ITON,27160
FR,DANGU,27720
FR,DROISY,27320
FR,ECAUVILLE,27110
FR,VEXIN SUR EPTE,27420
FR,VEXIN SUR EPTE,27510
FR,VEXIN SUR EPTE,27630
FR,ECQUETOT,27110
FR,FERRIERES HAUT CLOCHER,27190
FR,FERRIERES ST HILAIRE,27270
FR,FIQUEFLEUR EQUAINVILLE,27210
FR,FORT MOVILLE,27210
FR,FOURMETOT,27500
FR,FRANCHEVILLE,27160
FR,FRANQUEVILLE,27800
FR,FRENEUSE SUR RISLE,27290
FR,GAILLARDBOIS CRESSENVILLE,27440
FR,GAILLON,27600
FR,GARENNES SUR EURE,27780
FR,GAUDREVILLE LA RIVIERE,27190
FR,GAUVILLE LA CAMPAGNE,27930
FR,LA GOULAFRIERE,27390
FR,GOURNAY LE GUERIN,27580
FR,GRANDVILLIERS,27240
FR,GRAVIGNY,27930
FR,HARCOURT,27800
FR,LA HAYE MALHERBE,27400
FR,HECMANVILLE,27800
FR,HECOURT,27120
FR,HEUDEBOUVILLE,27400
FR,HONDOUVILLE,27400
FR,HOULBEC PRES LE GROS THEIL,27370
FR,HUEST,27930
FR,LA LANDE ST LEGER,27210
FR,LERY,27690
FR,LOUYE,27650
FR,MALLEVILLE SUR LE BEC,27800
FR,MALOUY,27300
FR,MANNEVILLE LA RAOULT,27210
FR,MARTOT,27340
FR,MENESQUEVILLE,27850
FR,MENNEVAL,27300
FR,MESNIL VERCLIVES,27440
FR,MOISVILLE,27320
FR,MORAINVILLE JOUVEAUX,27260
FR,BUIS SUR DAMVILLE,27240
FR,MOUFLAINES,27420
FR,NAGEL SEEZ MESNIL,27190
FR,NEAUFLES AUVERGNY,27250
FR,LE NEUBOURG,27110
FR,NOTRE DAME D EPINE,27800
FR,NOTRE DAME DU HAMEL,27390
FR,PIENCOURT,27230
FR,LE PLESSIS GROHAN,27180
FR,PONT AUDEMER,27500
FR,POSES,27740
FR,LES PREAUX,27500
FR,QUILLEBEUF SUR SEINE,27680
FR,ROMAN,27240
FR,ROUVRAY,27120
FR,RUGLES,27250
FR,SACQUENVILLE,27930
FR,ST AUBIN DE SCELLON,27230
FR,ST AUBIN LE VERTUEUX,27300
FR,VILLEGONGIS,36110
FR,VOUILLON,36100
FR,AUTRECHE,37110
FR,AZAY LE RIDEAU,37190
FR,AZAY SUR INDRE,37310
FR,BALLAN MIRE,37510
FR,BEAUMONT VILLAGE,37460
FR,BLERE,37150
FR,BRASLOU,37120
FR,BRAYE SOUS FAYE,37120
FR,BREHEMONT,37130
FR,CANGEY,37530
FR,LA CELLE GUENAND,37350
FR,CERELLES,37390
FR,CHAMBON,37290
